"Positie houder";"Naam van de emittent";"ISIN";"Netto Shortpositie";"Positiedatum"
"GSA Capital Partners LLP";"Heijmans N.V.";"NL0009269109";"0.69";"2017-02-21 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.60";"2017-02-21 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.51";"2017-02-21 00:00:00"
"S.W. Mitchell Capital LLP";"Ordina N.V.";"NL0000440584";"0.83";"2017-02-21 00:00:00"
"TT International";"ARCADIS N.V.";"NL0006237562";"0.00";"2017-02-21 00:00:00"
"UBS Asset Management (UK) Ltd.";"Fugro N.V.";"NL0000352565";"0.63";"2017-02-21 00:00:00"
"CapeView Capital LLP";"Koninklijke Vopak N.V.";"NL0009432491";"0.50";"2017-02-20 00:00:00"
"S.W. Mitchell Capital LLP";"Ordina N.V.";"NL0000440584";"0.52";"2017-02-20 00:00:00"
"AHL Partners LLP";"Galapagos N.V.";"BE0003818359";"0.52";"2017-02-17 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"0.59";"2017-02-17 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"0.99";"2017-02-17 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Brunel International N.V.";"NL0010776944";"0.59";"2017-02-17 00:00:00"
"Susquehanna International Securities Limited";"Heijmans N.V.";"NL0009269109";"0.00";"2017-02-17 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"1.09";"2017-02-17 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU0323134006";"0.89";"2017-02-16 00:00:00"
"GSA Capital Partners LLP";"Heijmans N.V.";"NL0009269109";"0.77";"2017-02-16 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"1.16";"2017-02-16 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.20";"2017-02-16 00:00:00"
"Susquehanna International Securities Limited";"Heijmans N.V.";"NL0009269109";"0.59";"2017-02-16 00:00:00"
"UBS Asset Management (UK) Ltd.";"Fugro N.V.";"NL0000352565";"0.70";"2017-02-16 00:00:00"
"WorldQuant, LLC";"TomTom N.V.";"NL0000387058";"0.40";"2017-02-16 00:00:00"
"Angelo, Gordon & Co.";"Aperam S.A.";"LU0569974404";"1.64";"2017-02-15 00:00:00"
"BNP Paribas S.A.";"Aperam S.A.";"LU0569974404";"0.63";"2017-02-15 00:00:00"
"Oxford Asset Management";"Galapagos N.V.";"BE0003818359";"0.61";"2017-02-15 00:00:00"
"WorldQuant, LLC";"TomTom N.V.";"NL0000387058";"0.54";"2017-02-15 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"TomTom N.V.";"NL0000387058";"1.11";"2017-02-14 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.08";"2017-02-14 00:00:00"
"AHL Partners LLP";"Galapagos N.V.";"BE0003818359";"0.62";"2017-02-13 00:00:00"
"AQR Capital Management, LLC";"AEGON N.V.";"NL0000303709";"0.48";"2017-02-13 00:00:00"
"BNP Paribas S.A.";"Aperam S.A.";"LU0569974404";"0.72";"2017-02-13 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.10";"2017-02-13 00:00:00"
"PDT Partners, LLC";"TomTom N.V.";"NL0000387058";"0.58";"2017-02-13 00:00:00"
"UBS Asset Management (UK) Ltd.";"Fugro N.V.";"NL0000352565";"0.87";"2017-02-13 00:00:00"
"WorldQuant, LLC";"TomTom N.V.";"NL0000387058";"0.61";"2017-02-13 00:00:00"
"Canada Pension Plan Investment Board";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.57";"2017-02-10 00:00:00"
"Capital Fund Management S.A.";"SBM Offshore N.V.";"NL0000360618";"0.59";"2017-02-10 00:00:00"
"Davidson Kempner European Partners, LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.70";"2017-02-10 00:00:00"
"GSA Capital Partners LLP";"Heijmans N.V.";"NL0009269109";"0.88";"2017-02-10 00:00:00"
"Oxford Asset Management";"Galapagos N.V.";"BE0003818359";"0.59";"2017-02-10 00:00:00"
"WorldQuant, LLC";"TomTom N.V.";"NL0000387058";"0.59";"2017-02-10 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU0323134006";"0.83";"2017-02-09 00:00:00"
"AQR Capital Management, LLC";"Koninklijke KPN N.V.";"NL0000009082";"0.90";"2017-02-09 00:00:00"
"Citadel Europe LLP";"Akzo Nobel N.V.";"NL0000009132";"0.71";"2017-02-09 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.48";"2017-02-09 00:00:00"
"PDT Partners, LLC";"TomTom N.V.";"NL0000387058";"0.68";"2017-02-09 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Wereldhave N.V.";"NL0000289213";"0.48";"2017-02-08 00:00:00"
"BlackRock Investment Management (UK) Limited";"Brunel International N.V.";"NL0010776944";"0.50";"2017-02-08 00:00:00"
"Citadel Europe LLP";"Akzo Nobel N.V.";"NL0000009132";"0.69";"2017-02-08 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"TomTom N.V.";"NL0000387058";"0.77";"2017-02-08 00:00:00"
"PDT Partners, LLC";"TomTom N.V.";"NL0000387058";"0.73";"2017-02-08 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"1.18";"2017-02-08 00:00:00"
"AHL Partners LLP";"Galapagos N.V.";"BE0003818359";"0.65";"2017-02-07 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU0323134006";"0.88";"2017-02-07 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"1.08";"2017-02-07 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Brunel International N.V.";"NL0010776944";"0.61";"2017-02-07 00:00:00"
"Oxford Asset Management";"SBM Offshore N.V.";"NL0000360618";"0.59";"2017-02-07 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.14";"2017-02-06 00:00:00"
"Millennium International Management LP";"Galapagos N.V.";"BE0003818359";"0.50";"2017-02-06 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"1.20";"2017-02-06 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.03";"2017-02-03 00:00:00"
"Oxford Asset Management";"SBM Offshore N.V.";"NL0000360618";"0.60";"2017-02-03 00:00:00"
"Angelo, Gordon & Co.";"Aperam S.A.";"LU0569974404";"1.50";"2017-02-02 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"0.60";"2017-02-02 00:00:00"
"Capital Fund Management S.A.";"Wereldhave N.V.";"NL0000289213";"0.70";"2017-02-02 00:00:00"
"Farallon Capital Europe LLP";"Altice Europe N.V.";"NL0011333752";"0.50";"2017-02-02 00:00:00"
"AHL Partners LLP";"Galapagos N.V.";"BE0003818359";"0.55";"2017-02-01 00:00:00"
"Citadel Europe LLP";"Akzo Nobel N.V.";"NL0000009132";"0.70";"2017-02-01 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.52";"2017-02-01 00:00:00"
"Oxford Asset Management";"Galapagos N.V.";"BE0003818359";"0.60";"2017-02-01 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"0.49";"2017-01-31 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"1.19";"2017-01-31 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"0.92";"2017-01-31 00:00:00"
"Oxford Asset Management";"Galapagos N.V.";"BE0003818359";"0.59";"2017-01-31 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"1.18";"2017-01-31 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"0.50";"2017-01-30 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"1.25";"2017-01-30 00:00:00"
"Oxford Asset Management";"Galapagos N.V.";"BE0003818359";"0.60";"2017-01-30 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"1.30";"2017-01-27 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.41";"2017-01-27 00:00:00"
"Oxford Asset Management";"Galapagos N.V.";"BE0003818359";"0.59";"2017-01-27 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"1.25";"2017-01-27 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Fugro N.V.";"NL0000352565";"1.00";"2017-01-26 00:00:00"
"Oxford Asset Management";"Galapagos N.V.";"BE0003818359";"0.60";"2017-01-26 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"0.59";"2017-01-25 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Wereldhave N.V.";"NL0000289213";"0.59";"2017-01-25 00:00:00"
"GSA Capital Partners LLP";"Heijmans N.V.";"NL0009269109";"0.90";"2017-01-25 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.21";"2017-01-25 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.34";"2017-01-25 00:00:00"
"GSA Capital Partners LLP";"Flow Traders N.V.";"NL0011279492";"0.49";"2017-01-24 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"TomTom N.V.";"NL0000387058";"0.86";"2017-01-24 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.93";"2017-01-24 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"0.81";"2017-01-24 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"0.71";"2017-01-23 00:00:00"
"Citadel Europe LLP";"Akzo Nobel N.V.";"NL0000009132";"0.63";"2017-01-20 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Brunel International N.V.";"NL0010776944";"0.50";"2017-01-19 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.19";"2017-01-19 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.21";"2017-01-19 00:00:00"
"Oxford Asset Management";"SBM Offshore N.V.";"NL0000360618";"0.59";"2017-01-19 00:00:00"
"Susquehanna International Securities Limited";"Heijmans N.V.";"NL0009269109";"0.36";"2017-01-19 00:00:00"
"BNP Paribas S.A.";"Fugro N.V.";"NL0000352565";"0.42";"2017-01-18 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.29";"2017-01-18 00:00:00"
"Susquehanna International Securities Limited";"Heijmans N.V.";"NL0009269109";"0.57";"2017-01-18 00:00:00"
"BNP Paribas S.A.";"Fugro N.V.";"NL0000352565";"0.53";"2017-01-17 00:00:00"
"Eton Park International LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.45";"2017-01-17 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.83";"2017-01-17 00:00:00"
"Susquehanna International Securities Limited";"Heijmans N.V.";"NL0009269109";"0.60";"2017-01-17 00:00:00"
"Citadel Europe LLP";"Akzo Nobel N.V.";"NL0000009132";"0.51";"2017-01-16 00:00:00"
"Oxford Asset Management";"TomTom N.V.";"NL0000387058";"0.71";"2017-01-16 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"1.32";"2017-01-16 00:00:00"
"AQR Capital Management, LLC";"Fugro N.V.";"NL0000352565";"0.48";"2017-01-13 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"1.23";"2017-01-13 00:00:00"
"Citadel Advisors LLC";"Wereldhave N.V.";"NL0000289213";"0.49";"2017-01-13 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"1.04";"2017-01-13 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.10";"2017-01-13 00:00:00"
"Millennium International Management LP";"Galapagos N.V.";"BE0003818359";"0.48";"2017-01-13 00:00:00"
"Oxford Asset Management";"Galapagos N.V.";"BE0003818359";"0.59";"2017-01-13 00:00:00"
"Susquehanna International Securities Limited";"Heijmans N.V.";"NL0009269109";"0.54";"2017-01-13 00:00:00"
"TT International";"ARCADIS N.V.";"NL0006237562";"0.74";"2017-01-13 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"1.27";"2017-01-13 00:00:00"
"Angelo, Gordon & Co.";"Aperam S.A.";"LU0569974404";"1.48";"2017-01-12 00:00:00"
"AQR Capital Management, LLC";"AEGON N.V.";"NL0000303709";"0.59";"2017-01-12 00:00:00"
"BNP Paribas S.A.";"Aperam S.A.";"LU0569974404";"0.69";"2017-01-12 00:00:00"
"Citadel Advisors LLC";"Wereldhave N.V.";"NL0000289213";"0.54";"2017-01-12 00:00:00"
"CQS (UK) LLP";"Aperam S.A.";"LU0569974404";"2.84";"2017-01-12 00:00:00"
"GSA Capital Partners LLP";"Flow Traders N.V.";"NL0011279492";"0.50";"2017-01-12 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Brunel International N.V.";"NL0010776944";"0.49";"2017-01-12 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.39";"2017-01-12 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.02";"2017-01-12 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"0.62";"2017-01-12 00:00:00"
"Susquehanna International Securities Limited";"Heijmans N.V.";"NL0009269109";"0.62";"2017-01-12 00:00:00"
"Angelo, Gordon & Co.";"Aperam S.A.";"LU0569974404";"1.76";"2017-01-11 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"1.11";"2017-01-11 00:00:00"
"CQS (UK) LLP";"Aperam S.A.";"LU0569974404";"2.76";"2017-01-11 00:00:00"
"Millennium International Management LP";"Galapagos N.V.";"BE0003818359";"0.50";"2017-01-11 00:00:00"
"BlackRock Institutional Trust Company, National Association";"SBM Offshore N.V.";"NL0000360618";"0.49";"2017-01-10 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Wereldhave N.V.";"NL0000289213";"0.68";"2017-01-10 00:00:00"
"Citadel Advisors LLC";"Wereldhave N.V.";"NL0000289213";"0.68";"2017-01-10 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Brunel International N.V.";"NL0010776944";"0.50";"2017-01-10 00:00:00"
"Susquehanna International Securities Limited";"Heijmans N.V.";"NL0009269109";"0.59";"2017-01-10 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"1.12";"2017-01-10 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.70";"2017-01-09 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.49";"2017-01-06 00:00:00"
"TT International";"ARCADIS N.V.";"NL0006237562";"0.59";"2017-01-06 00:00:00"
"Algert Global, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.49";"2017-01-05 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"1.01";"2017-01-05 00:00:00"
"Capital Fund Management S.A.";"SBM Offshore N.V.";"NL0000360618";"0.69";"2017-01-05 00:00:00"
"GSA Capital Partners LLP";"Heijmans N.V.";"NL0009269109";"0.80";"2017-01-05 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.61";"2017-01-05 00:00:00"
"Millennium International Management LP";"Galapagos N.V.";"BE0003818359";"0.48";"2017-01-05 00:00:00"
"GSA Capital Partners LLP";"Heijmans N.V.";"NL0009269109";"0.79";"2017-01-04 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.72";"2017-01-04 00:00:00"
"Susquehanna International Securities Limited";"Heijmans N.V.";"NL0009269109";"0.64";"2017-01-04 00:00:00"
"BNP Paribas S.A.";"Fugro N.V.";"NL0000352565";"0.46";"2017-01-03 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.50";"2017-01-03 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.82";"2017-01-03 00:00:00"
"Susquehanna International Securities Limited";"Heijmans N.V.";"NL0009269109";"0.55";"2017-01-03 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.63";"2017-01-02 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.49";"2017-01-02 00:00:00"
"TT International";"ARCADIS N.V.";"NL0006237562";"0.42";"2017-01-02 00:00:00"
"GSA Capital Partners LLP";"Heijmans N.V.";"NL0009269109";"0.80";"2016-12-30 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"1.09";"2016-12-29 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.50";"2016-12-28 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"0.45";"2016-12-28 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"0.90";"2016-12-27 00:00:00"
"Oxford Asset Management";"Galapagos N.V.";"BE0003818359";"0.60";"2016-12-27 00:00:00"
"Capital Fund Management S.A.";"Wereldhave N.V.";"NL0000289213";"0.69";"2016-12-22 00:00:00"
"Marshall Wace LLP";"Koninklijke Vopak N.V.";"NL0009432491";"0.49";"2016-12-22 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.90";"2016-12-22 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"0.52";"2016-12-22 00:00:00"
"UBS Asset Management (UK) Ltd.";"Fugro N.V.";"NL0000352565";"0.98";"2016-12-22 00:00:00"
"GSA Capital Partners LLP";"Flow Traders N.V.";"NL0011279492";"0.49";"2016-12-21 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU0323134006";"0.84";"2016-12-20 00:00:00"
"AQR Capital Management, LLC";"Fugro N.V.";"NL0000352565";"0.54";"2016-12-20 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"0.90";"2016-12-20 00:00:00"
"BNP Paribas S.A.";"Fugro N.V.";"NL0000352565";"0.50";"2016-12-20 00:00:00"
"GSA Capital Partners LLP";"Heijmans N.V.";"NL0009269109";"0.78";"2016-12-20 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"0.81";"2016-12-20 00:00:00"
"Millennium International Management LP";"Galapagos N.V.";"BE0003818359";"0.51";"2016-12-20 00:00:00"
"GSA Capital Partners LLP";"Heijmans N.V.";"NL0009269109";"0.80";"2016-12-19 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.49";"2016-12-19 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"0.52";"2016-12-19 00:00:00"
"Susquehanna International Securities Limited";"Heijmans N.V.";"NL0009269109";"0.00";"2016-12-19 00:00:00"
"BNP Paribas S.A.";"Fugro N.V.";"NL0000352565";"0.49";"2016-12-16 00:00:00"
"Marshall Wace LLP";"Koninklijke Vopak N.V.";"NL0009432491";"0.58";"2016-12-16 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"0.49";"2016-12-16 00:00:00"
"Susquehanna International Securities Limited";"Heijmans N.V.";"NL0009269109";"0.67";"2016-12-16 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"0.86";"2016-12-15 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.80";"2016-12-15 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"0.50";"2016-12-15 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"0.71";"2016-12-15 00:00:00"
"Susquehanna International Securities Limited";"Heijmans N.V.";"NL0009269109";"0.59";"2016-12-15 00:00:00"
"TT International";"ARCADIS N.V.";"NL0006237562";"1.05";"2016-12-15 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"1.11";"2016-12-15 00:00:00"
"Adage Capital Management L.P.";"Aperam S.A.";"LU0569974404";"0.35";"2016-12-14 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"0.69";"2016-12-14 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0000387058";"0.49";"2016-12-14 00:00:00"
"Susquehanna International Securities Limited";"Heijmans N.V.";"NL0009269109";"0.44";"2016-12-14 00:00:00"
"TT International";"ARCADIS N.V.";"NL0006237562";"0.97";"2016-12-14 00:00:00"
"Adage Capital Management L.P.";"Aperam S.A.";"LU0569974404";"0.54";"2016-12-13 00:00:00"
"BlackRock Institutional Trust Company, National Association";"SBM Offshore N.V.";"NL0000360618";"0.54";"2016-12-13 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Wereldhave N.V.";"NL0000289213";"0.70";"2016-12-13 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"0.79";"2016-12-13 00:00:00"
"Eton Park International LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.56";"2016-12-13 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"0.41";"2016-12-13 00:00:00"
"UBS Asset Management (UK) Ltd.";"Fugro N.V.";"NL0000352565";"1.08";"2016-12-13 00:00:00"
"Adage Capital Management L.P.";"Aperam S.A.";"LU0569974404";"1.05";"2016-12-12 00:00:00"
"BlackRock Institutional Trust Company, National Association";"SBM Offshore N.V.";"NL0000360618";"0.49";"2016-12-12 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.59";"2016-12-12 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.72";"2016-12-12 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"0.49";"2016-12-12 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"0.67";"2016-12-12 00:00:00"
"Susquehanna International Securities Limited";"Heijmans N.V.";"NL0009269109";"0.54";"2016-12-12 00:00:00"
"Tybourne Capital Management (HK) Limited";"Signify N.V.";"NL0011821392";"2.21";"2016-12-12 00:00:00"
"Adage Capital Management L.P.";"Aperam S.A.";"LU0569974404";"1.20";"2016-12-09 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"0.80";"2016-12-09 00:00:00"
"Capital Fund Management S.A.";"SBM Offshore N.V.";"NL0000360618";"0.79";"2016-12-09 00:00:00"
"GSA Capital Partners LLP";"Heijmans N.V.";"NL0009269109";"0.71";"2016-12-09 00:00:00"
"Marshall Wace LLP";"Koninklijke Vopak N.V.";"NL0009432491";"0.61";"2016-12-09 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.63";"2016-12-09 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"0.63";"2016-12-09 00:00:00"
"Systematica Investments Limited";"TomTom N.V.";"NL0000387058";"0.49";"2016-12-09 00:00:00"
"Tybourne Capital Management (HK) Limited";"Signify N.V.";"NL0011821392";"2.06";"2016-12-09 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU0323134006";"1.05";"2016-12-08 00:00:00"
"BNP Paribas S.A.";"Aperam S.A.";"LU0569974404";"0.55";"2016-12-08 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.46";"2016-12-08 00:00:00"
"Tybourne Capital Management (HK) Limited";"Signify N.V.";"NL0011821392";"1.99";"2016-12-08 00:00:00"
"UBS Asset Management (UK) Ltd.";"Fugro N.V.";"NL0000352565";"1.39";"2016-12-08 00:00:00"
"Adage Capital Management L.P.";"Aperam S.A.";"LU0569974404";"1.37";"2016-12-07 00:00:00"
"Angelo, Gordon & Co.";"Aperam S.A.";"LU0569974404";"1.87";"2016-12-07 00:00:00"
"AQR Capital Management, LLC";"AEGON N.V.";"NL0000303709";"0.69";"2016-12-07 00:00:00"
