"Positie houder";"Naam van de emittent";"ISIN";"Netto Shortpositie";"Positiedatum"
"Squarepoint Ops LLC";"Ordina N.V.";"NL0000440584";"0.49";"2017-05-15 00:00:00"
"WorldQuant, LLC";"Ordina N.V.";"NL0000440584";"0.52";"2017-05-15 00:00:00"
"WorldQuant, LLC";"TomTom N.V.";"NL0000387058";"0.69";"2017-05-15 00:00:00"
"Adage Capital Management L.P.";"Aperam S.A.";"LU0569974404";"0.52";"2017-05-12 00:00:00"
"AHL Partners LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.52";"2017-05-12 00:00:00"
"Angelo, Gordon & Co.";"Aperam S.A.";"LU0569974404";"1.53";"2017-05-12 00:00:00"
"BlackRock Investment Management (UK) Limited";"Brunel International N.V.";"NL0010776944";"0.70";"2017-05-12 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.65";"2017-05-12 00:00:00"
"BlackRock Institutional Trust Company, National Association";"SBM Offshore N.V.";"NL0000360618";"0.60";"2017-05-11 00:00:00"
"GSA Capital Partners LLP";"Heijmans N.V.";"NL0009269109";"0.47";"2017-05-11 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.57";"2017-05-11 00:00:00"
"WorldQuant, LLC";"ARCADIS N.V.";"NL0006237562";"0.49";"2017-05-11 00:00:00"
"BlackRock Investment Management (UK) Limited";"Basic-Fit N.V.";"NL0011872650";"0.50";"2017-05-10 00:00:00"
"GSA Capital Partners LLP";"Heijmans N.V.";"NL0009269109";"0.50";"2017-05-10 00:00:00"
"Lansdowne Partners (UK) LLP";"Koninklijke Ahold Delhaize N.V.";"NL0011794037";"0.64";"2017-05-10 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.52";"2017-05-10 00:00:00"
"Squarepoint Ops LLC";"Ordina N.V.";"NL0000440584";"0.50";"2017-05-10 00:00:00"
"Capital Fund Management S.A.";"Wereldhave N.V.";"NL0000289213";"0.70";"2017-05-09 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Fugro N.V.";"NL0000352565";"1.29";"2017-05-09 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.46";"2017-05-09 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"0.60";"2017-05-09 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.22";"2017-05-09 00:00:00"
"Oxford Asset Management";"TomTom N.V.";"NL0000387058";"0.48";"2017-05-09 00:00:00"
"Squarepoint Ops LLC";"Ordina N.V.";"NL0000440584";"0.49";"2017-05-09 00:00:00"
"Tybourne Capital Management (HK) Limited";"Signify N.V.";"NL0011821392";"1.82";"2017-05-09 00:00:00"
"BlackRock Investment Management (UK) Limited";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.51";"2017-05-08 00:00:00"
"BlackRock Investment Management (UK) Limited";"NSI N.V.";"NL0000292324";"0.49";"2017-05-08 00:00:00"
"GSA Capital Partners LLP";"Heijmans N.V.";"NL0009269109";"0.49";"2017-05-08 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"0.68";"2017-05-08 00:00:00"
"Tybourne Capital Management (HK) Limited";"Signify N.V.";"NL0011821392";"1.96";"2017-05-08 00:00:00"
"BNP Paribas S.A.";"Koninklijke KPN N.V.";"NL0000009082";"0.58";"2017-05-05 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"TomTom N.V.";"NL0000387058";"1.07";"2017-05-05 00:00:00"
"Lansdowne Partners (UK) LLP";"Koninklijke Ahold Delhaize N.V.";"NL0011794037";"0.51";"2017-05-05 00:00:00"
"Tybourne Capital Management (HK) Limited";"Signify N.V.";"NL0011821392";"2.06";"2017-05-05 00:00:00"
"CQS (UK) LLP";"Aperam S.A.";"LU0569974404";"3.35";"2017-05-04 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Fugro N.V.";"NL0000352565";"0.82";"2017-05-04 00:00:00"
"GSA Capital Partners LLP";"Heijmans N.V.";"NL0009269109";"0.59";"2017-05-03 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"0.88";"2017-05-03 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Ordina N.V.";"NL0000440584";"1.10";"2017-05-03 00:00:00"
"Merian Global Investors (UK) Limited";"Koninklijke KPN N.V.";"NL0000009082";"0.50";"2017-05-03 00:00:00"
"Squarepoint Ops LLC";"Ordina N.V.";"NL0000440584";"0.50";"2017-05-03 00:00:00"
"WorldQuant, LLC";"TomTom N.V.";"NL0000387058";"0.70";"2017-05-03 00:00:00"
"BlackRock Institutional Trust Company, National Association";"SBM Offshore N.V.";"NL0000360618";"0.58";"2017-05-02 00:00:00"
"BlackRock Investment Management (UK) Limited";"ARCADIS N.V.";"NL0006237562";"0.50";"2017-05-02 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"0.98";"2017-05-02 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.50";"2017-05-02 00:00:00"
"Millennium International Management LP";"Galapagos N.V.";"BE0003818359";"0.49";"2017-05-02 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU0323134006";"0.42";"2017-04-28 00:00:00"
"BNP Paribas S.A.";"Aperam S.A.";"LU0569974404";"0.62";"2017-04-28 00:00:00"
"Falcon Edge Capital, LP";"OCI N.V.";"NL0010558797";"0.47";"2017-04-28 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Ordina N.V.";"NL0000440584";"1.09";"2017-04-28 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"0.78";"2017-04-28 00:00:00"
"Tybourne Capital Management (HK) Limited";"Signify N.V.";"NL0011821392";"2.11";"2017-04-28 00:00:00"
"WorldQuant, LLC";"TomTom N.V.";"NL0000387058";"0.61";"2017-04-28 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"0.80";"2017-04-27 00:00:00"
"Lucerne Capital Management, L.P.";"ARCADIS N.V.";"NL0006237562";"0.51";"2017-04-27 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"0.81";"2017-04-27 00:00:00"
"WorldQuant, LLC";"TomTom N.V.";"NL0000387058";"0.53";"2017-04-27 00:00:00"
"Falcon Edge Capital, LP";"OCI N.V.";"NL0010558797";"0.53";"2017-04-26 00:00:00"
"Farallon Capital Europe LLP";"Altice Europe N.V.";"NL0011333752";"0.00";"2017-04-26 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.49";"2017-04-26 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"0.51";"2017-04-26 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.11";"2017-04-26 00:00:00"
"WorldQuant, LLC";"ARCADIS N.V.";"NL0006237562";"0.59";"2017-04-26 00:00:00"
"Marshall Wace LLP";"AEGON N.V.";"NL0000303709";"0.51";"2017-04-25 00:00:00"
"Millennium International Management LP";"Galapagos N.V.";"BE0003818359";"0.50";"2017-04-25 00:00:00"
"S.W. Mitchell Capital LLP";"Ordina N.V.";"NL0000440584";"0.49";"2017-04-25 00:00:00"
"Squarepoint Ops LLC";"Ordina N.V.";"NL0000440584";"0.49";"2017-04-25 00:00:00"
"AKO Capital LLP";"TKH Group N.V.";"NL0000852523";"1.20";"2017-04-24 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.05";"2017-04-24 00:00:00"
"AKO Capital LLP";"TKH Group N.V.";"NL0000852523";"1.04";"2017-04-21 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"0.77";"2017-04-21 00:00:00"
"BNP Paribas S.A.";"Aperam S.A.";"LU0569974404";"0.54";"2017-04-21 00:00:00"
"Falcon Edge Capital, LP";"OCI N.V.";"NL0010558797";"0.68";"2017-04-21 00:00:00"
"Oxford Asset Management";"TomTom N.V.";"NL0000387058";"0.58";"2017-04-21 00:00:00"
"S.W. Mitchell Capital LLP";"Ordina N.V.";"NL0000440584";"0.66";"2017-04-21 00:00:00"
"AKO Capital LLP";"TKH Group N.V.";"NL0000852523";"0.92";"2017-04-20 00:00:00"
"Dalton Strategic Partnership LLP";"ARCADIS N.V.";"NL0006237562";"0.48";"2017-04-20 00:00:00"
"Falcon Edge Capital, LP";"OCI N.V.";"NL0010558797";"0.74";"2017-04-20 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.57";"2017-04-20 00:00:00"
"Oxford Asset Management";"Galapagos N.V.";"BE0003818359";"0.47";"2017-04-20 00:00:00"
"Squarepoint Ops LLC";"Ordina N.V.";"NL0000440584";"0.50";"2017-04-20 00:00:00"
"Systematica Investments Limited";"TomTom N.V.";"NL0000387058";"0.48";"2017-04-20 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.48";"2017-04-20 00:00:00"
"AKO Capital LLP";"TKH Group N.V.";"NL0000852523";"0.89";"2017-04-19 00:00:00"
"Citadel Europe LLP";"Akzo Nobel N.V.";"NL0000009132";"0.27";"2017-04-19 00:00:00"
"Falcon Edge Capital, LP";"OCI N.V.";"NL0010558797";"0.81";"2017-04-19 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"0.77";"2017-04-19 00:00:00"
"AKO Capital LLP";"TKH Group N.V.";"NL0000852523";"0.64";"2017-04-18 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"0.60";"2017-04-18 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Ordina N.V.";"NL0000440584";"1.19";"2017-04-18 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"0.80";"2017-04-18 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Ordina N.V.";"NL0000440584";"1.27";"2017-04-13 00:00:00"
"Marshall Wace LLP";"AEGON N.V.";"NL0000303709";"0.48";"2017-04-13 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.49";"2017-04-13 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"0.99";"2017-04-13 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"0.79";"2017-04-13 00:00:00"
"Oxford Asset Management";"TomTom N.V.";"NL0000387058";"0.69";"2017-04-13 00:00:00"
"Squarepoint Ops LLC";"Ordina N.V.";"NL0000440584";"0.49";"2017-04-13 00:00:00"
"AKO Capital LLP";"TKH Group N.V.";"NL0000852523";"0.50";"2017-04-12 00:00:00"
"Falcon Edge Capital, LP";"OCI N.V.";"NL0010558797";"0.90";"2017-04-11 00:00:00"
"Marshall Wace LLP";"AEGON N.V.";"NL0000303709";"0.52";"2017-04-11 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.07";"2017-04-11 00:00:00"
"BlackRock Investment Management (UK) Limited";"Brunel International N.V.";"NL0010776944";"0.60";"2017-04-10 00:00:00"
"Systematica Investments Limited";"TomTom N.V.";"NL0000387058";"0.59";"2017-04-10 00:00:00"
"Falcon Edge Capital, LP";"OCI N.V.";"NL0010558797";"0.81";"2017-04-07 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Brunel International N.V.";"NL0010776944";"0.61";"2017-04-07 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"0.47";"2017-04-07 00:00:00"
"Capital Fund Management S.A.";"Wereldhave N.V.";"NL0000289213";"0.69";"2017-04-06 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.47";"2017-04-06 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.58";"2017-04-06 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.14";"2017-04-06 00:00:00"
"BlackRock Institutional Trust Company, National Association";"SBM Offshore N.V.";"NL0000360618";"0.65";"2017-04-05 00:00:00"
"Falcon Edge Capital, LP";"OCI N.V.";"NL0010558797";"0.78";"2017-04-05 00:00:00"
"Systematica Investments Limited";"TomTom N.V.";"NL0000387058";"0.60";"2017-04-05 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU0323134006";"0.58";"2017-04-04 00:00:00"
"Falcon Edge Capital, LP";"OCI N.V.";"NL0010558797";"0.62";"2017-04-04 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.49";"2017-04-04 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Ordina N.V.";"NL0000440584";"1.38";"2017-04-04 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.68";"2017-04-04 00:00:00"
"Systematica Investments Limited";"TomTom N.V.";"NL0000387058";"0.59";"2017-04-04 00:00:00"
"WorldQuant, LLC";"ARCADIS N.V.";"NL0006237562";"0.68";"2017-04-04 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU0323134006";"0.66";"2017-04-03 00:00:00"
"BlackRock Investment Management (UK) Limited";"NSI N.V.";"NL0000292324";"0.56";"2017-04-03 00:00:00"
"BNP Paribas S.A.";"Aperam S.A.";"LU0569974404";"0.48";"2017-04-03 00:00:00"
"Capital Fund Management S.A.";"Wereldhave N.V.";"NL0000289213";"0.70";"2017-04-03 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.63";"2017-04-03 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Ordina N.V.";"NL0000440584";"1.40";"2017-04-03 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"0.89";"2017-04-03 00:00:00"
"Systematica Investments Limited";"TomTom N.V.";"NL0000387058";"0.60";"2017-04-03 00:00:00"
"AHL Partners LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.48";"2017-03-31 00:00:00"
"BlackRock Institutional Trust Company, National Association";"SBM Offshore N.V.";"NL0000360618";"0.51";"2017-03-31 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Ordina N.V.";"NL0000440584";"1.39";"2017-03-31 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.55";"2017-03-31 00:00:00"
"Merian Global Investors (UK) Limited";"Koninklijke KPN N.V.";"NL0000009082";"0.49";"2017-03-31 00:00:00"
"Systematica Investments Limited";"TomTom N.V.";"NL0000387058";"0.59";"2017-03-31 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.58";"2017-03-31 00:00:00"
"AQR Capital Management, LLC";"OCI N.V.";"NL0010558797";"0.49";"2017-03-30 00:00:00"
"Systematica Investments Limited";"TomTom N.V.";"NL0000387058";"0.60";"2017-03-30 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU0323134006";"0.64";"2017-03-29 00:00:00"
"BlackRock Investment Management (UK) Limited";"NSI N.V.";"NL0000292324";"0.60";"2017-03-29 00:00:00"
"CapeView Capital LLP";"ARCADIS N.V.";"NL0006237562";"0.48";"2017-03-29 00:00:00"
"Capital Fund Management S.A.";"Wereldhave N.V.";"NL0000289213";"0.69";"2017-03-29 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Fugro N.V.";"NL0000352565";"0.73";"2017-03-29 00:00:00"
"Millennium International Management LP";"Galapagos N.V.";"BE0003818359";"0.49";"2017-03-29 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"0.50";"2017-03-28 00:00:00"
"Dalton Strategic Partnership LLP";"ARCADIS N.V.";"NL0006237562";"0.59";"2017-03-28 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Ordina N.V.";"NL0000440584";"1.42";"2017-03-28 00:00:00"
"CapeView Capital LLP";"ARCADIS N.V.";"NL0006237562";"0.50";"2017-03-27 00:00:00"
"Falcon Edge Capital, LP";"OCI N.V.";"NL0010558797";"0.54";"2017-03-27 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Ordina N.V.";"NL0000440584";"1.30";"2017-03-27 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.69";"2017-03-27 00:00:00"
"BNP Paribas S.A.";"Aperam S.A.";"LU0569974404";"0.55";"2017-03-24 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Brunel International N.V.";"NL0010776944";"0.50";"2017-03-24 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"0.51";"2017-03-24 00:00:00"
"WorldQuant, LLC";"Galapagos N.V.";"BE0003818359";"0.46";"2017-03-24 00:00:00"
"AQR Capital Management, LLC";"Koninklijke KPN N.V.";"NL0000009082";"0.90";"2017-03-23 00:00:00"
"BNP Paribas S.A.";"Aperam S.A.";"LU0569974404";"0.60";"2017-03-23 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Ordina N.V.";"NL0000440584";"1.11";"2017-03-23 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"0.98";"2017-03-23 00:00:00"
"Oxford Asset Management";"Galapagos N.V.";"BE0003818359";"0.58";"2017-03-23 00:00:00"
"Citadel Europe LLP";"Akzo Nobel N.V.";"NL0000009132";"0.59";"2017-03-22 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Ordina N.V.";"NL0000440584";"1.04";"2017-03-22 00:00:00"
"WorldQuant, LLC";"ARCADIS N.V.";"NL0006237562";"0.71";"2017-03-22 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.68";"2017-03-22 00:00:00"
"AHL Partners LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.50";"2017-03-21 00:00:00"
"CapeView Capital LLP";"ARCADIS N.V.";"NL0006237562";"0.49";"2017-03-21 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Ordina N.V.";"NL0000440584";"0.98";"2017-03-21 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Ordina N.V.";"NL0000440584";"0.83";"2017-03-20 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.29";"2017-03-20 00:00:00"
"Millennium International Management LP";"Galapagos N.V.";"BE0003818359";"0.58";"2017-03-20 00:00:00"
"Systematica Investments Limited";"TomTom N.V.";"NL0000387058";"0.59";"2017-03-20 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Ordina N.V.";"NL0000440584";"0.74";"2017-03-17 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.70";"2017-03-17 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.08";"2017-03-17 00:00:00"
"WorldQuant, LLC";"Galapagos N.V.";"BE0003818359";"0.50";"2017-03-17 00:00:00"
"BNP Paribas S.A.";"Aperam S.A.";"LU0569974404";"0.70";"2017-03-16 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"TomTom N.V.";"NL0000387058";"1.20";"2017-03-16 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Ordina N.V.";"NL0000440584";"0.63";"2017-03-16 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.78";"2017-03-16 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.38";"2017-03-16 00:00:00"
"Millennium International Management LP";"Ordina N.V.";"NL0000440584";"0.48";"2017-03-16 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Ordina N.V.";"NL0000440584";"0.51";"2017-03-15 00:00:00"
"Squarepoint Ops LLC";"Ordina N.V.";"NL0000440584";"0.50";"2017-03-15 00:00:00"
"Systematica Investments Limited";"TomTom N.V.";"NL0000387058";"0.60";"2017-03-15 00:00:00"
"WorldQuant, LLC";"ARCADIS N.V.";"NL0006237562";"0.62";"2017-03-15 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.85";"2017-03-14 00:00:00"
"PDT Partners, LLC";"TomTom N.V.";"NL0000387058";"0.47";"2017-03-14 00:00:00"
"WorldQuant, LLC";"Galapagos N.V.";"BE0003818359";"0.49";"2017-03-14 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.78";"2017-03-14 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.77";"2017-03-13 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"0.49";"2017-03-13 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.85";"2017-03-10 00:00:00"
"Dalton Strategic Partnership LLP";"ARCADIS N.V.";"NL0006237562";"0.62";"2017-03-09 00:00:00"
"Millennium International Management LP";"Ordina N.V.";"NL0000440584";"0.57";"2017-03-09 00:00:00"
"Systematica Investments Limited";"TomTom N.V.";"NL0000387058";"0.58";"2017-03-09 00:00:00"
"WorldQuant, LLC";"Galapagos N.V.";"BE0003818359";"0.51";"2017-03-09 00:00:00"
"BNP Paribas S.A.";"Aperam S.A.";"LU0569974404";"0.69";"2017-03-08 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.90";"2017-03-08 00:00:00"
"Marshall Wace LLP";"Koninklijke Boskalis Westminster N.V.";"NL0000852580";"0.60";"2017-03-08 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"0.48";"2017-03-08 00:00:00"
"Oxford Asset Management";"Ordina N.V.";"NL0000440584";"0.62";"2017-03-08 00:00:00"
"Systematica Investments Limited";"TomTom N.V.";"NL0000387058";"0.61";"2017-03-08 00:00:00"
"AQR Capital Management, LLC";"Koninklijke KPN N.V.";"NL0000009082";"0.89";"2017-03-07 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"0.49";"2017-03-07 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.88";"2017-03-07 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"0.56";"2017-03-07 00:00:00"
"Millennium International Management LP";"Wereldhave N.V.";"NL0000289213";"1.31";"2017-03-07 00:00:00"
"Oxford Asset Management";"Galapagos N.V.";"BE0003818359";"0.69";"2017-03-07 00:00:00"
"WorldQuant, LLC";"ARCADIS N.V.";"NL0006237562";"0.51";"2017-03-07 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"0.53";"2017-03-06 00:00:00"
"Dalton Strategic Partnership LLP";"ARCADIS N.V.";"NL0006237562";"0.52";"2017-03-06 00:00:00"
"Oxford Asset Management";"Ordina N.V.";"NL0000440584";"0.54";"2017-03-06 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"0.63";"2017-03-03 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.97";"2017-03-03 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"0.67";"2017-03-03 00:00:00"
"BlackRock Investment Management (UK) Limited";"Accell Group N.V.";"NL0009767532";"0.49";"2017-03-02 00:00:00"
"Canada Pension Plan Investment Board";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.61";"2017-03-02 00:00:00"
"Citadel Europe LLP";"Akzo Nobel N.V.";"NL0000009132";"0.80";"2017-03-02 00:00:00"
"Macquarie Funds Management Hong Kong Limited";"Brunel International N.V.";"NL0010776944";"0.49";"2017-03-02 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"0.76";"2017-03-02 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.41";"2017-03-02 00:00:00"
"Merian Global Investors (UK) Limited";"Koninklijke KPN N.V.";"NL0000009082";"0.50";"2017-03-02 00:00:00"
"Millennium International Management LP";"Galapagos N.V.";"BE0003818359";"0.61";"2017-03-02 00:00:00"
"BlackRock Investment Management (UK) Limited";"NSI N.V.";"NL0000292324";"0.59";"2017-03-01 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"0.94";"2017-03-01 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.09";"2017-03-01 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"0.85";"2017-03-01 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"0.50";"2017-03-01 00:00:00"
"Marshall Wace LLP";"Wereldhave N.V.";"NL0000289213";"1.39";"2017-03-01 00:00:00"
"Systematica Investments Limited";"TomTom N.V.";"NL0000387058";"0.52";"2017-03-01 00:00:00"
"UBS Asset Management (UK) Ltd.";"Fugro N.V.";"NL0000352565";"0.28";"2017-03-01 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"0.79";"2017-02-28 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"0.97";"2017-02-28 00:00:00"
"Millennium International Management LP";"Ordina N.V.";"NL0000440584";"0.63";"2017-02-28 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.88";"2017-02-28 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Brunel International N.V.";"NL0010776944";"0.48";"2017-02-27 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.92";"2017-02-27 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"1.03";"2017-02-27 00:00:00"
"UBS Asset Management (UK) Ltd.";"Fugro N.V.";"NL0000352565";"0.55";"2017-02-27 00:00:00"
"AQR Capital Management, LLC";"ArcelorMittal S.A.";"LU0323134006";"0.84";"2017-02-24 00:00:00"
"BlackRock Investment Management (UK) Limited";"Wereldhave N.V.";"NL0000289213";"0.86";"2017-02-24 00:00:00"
"Kuvari Partners LLP";"ARCADIS N.V.";"NL0006237562";"1.02";"2017-02-24 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.85";"2017-02-24 00:00:00"
"Millennium International Management LP";"Ordina N.V.";"NL0000440584";"0.51";"2017-02-24 00:00:00"
"WorldQuant, LLC";"Wereldhave N.V.";"NL0000289213";"0.95";"2017-02-24 00:00:00"
"AHL Partners LLP";"Galapagos N.V.";"BE0003818359";"0.42";"2017-02-23 00:00:00"
"Capital Fund Management S.A.";"SBM Offshore N.V.";"NL0000360618";"0.48";"2017-02-23 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.74";"2017-02-23 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"0.48";"2017-02-23 00:00:00"
"BNP Paribas S.A.";"Aperam S.A.";"LU0569974404";"0.70";"2017-02-22 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"0.98";"2017-02-22 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"0.50";"2017-02-22 00:00:00"
"Oxford Asset Management";"Galapagos N.V.";"BE0003818359";"0.70";"2017-02-22 00:00:00"
"S.W. Mitchell Capital LLP";"Ordina N.V.";"NL0000440584";"0.71";"2017-02-22 00:00:00"
"CapeView Capital LLP";"ARCADIS N.V.";"NL0006237562";"0.57";"2017-02-21 00:00:00"
"CapeView Capital LLP";"Koninklijke Vopak N.V.";"NL0009432491";"0.49";"2017-02-21 00:00:00"
